[2026-07-20 12:52:45] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 12:52:45] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 12:52:45] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 12:53:20] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 12:53:20] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 12:53:20] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 12:54:04] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 12:54:04] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 12:54:04] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 12:55:22] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 12:55:22] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 12:55:22] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 12:55:58] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 12:55:58] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 12:55:58] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 12:56:37] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 12:56:37] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 12:56:37] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 12:57:58] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 12:57:58] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 12:57:58] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 12:58:37] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 12:58:37] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 12:58:37] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 13:43:46] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 13:43:46] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 13:43:46] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 14:03:36] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 14:03:36] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 14:03:36] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 15:53:30] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 15:53:30] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 15:53:30] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
[2026-07-20 15:57:04] INFO     | awr_seg_phy_write_req_parser | Found 5 rows in Segments by Physical Write Requests section
[2026-07-20 15:57:04] INFO     | awr_seg_phy_write_req_parser | ✅ Parsed 5 Segments by Physical Write Requests records
[2026-07-20 15:57:04] INFO     | awr_seg_phy_write_req_parser | ✅ Inserted 5 rows into awr_seg_phy_write_req
